STRS_item_Marihuana_Plant,Utilisé pour faire de la drogue,
STRS_item_Bundle_of_Grapes,Utilisé pour faire du vin,
STRS_item_oil,Utilisé pour faire des barilles de pétrole,
STRS_FoodContainer,Importé d'autres pays,
STRS_WeaponContainer,Importé d'autres pays,
STRS_MedicalContainer,Importé d'autres pays,
STRS_SupplyContainer,Importé d'autres pays,
STRM_verseuchte_zone,Zone contaminée,
STRS_item_farmitem_info,Cet objet peut être utilisé pour créer d'autres objets dans une usine.,
STRS_item_gold_info,Peut-être utilisé pour fabriquer des lingots d'or,
STRS_addaction_gesetz,Changer la loi,
STRD_dialogandere_gesetze_header,Changer les lois (Vous devez choisir un emplacement dans la liste en dessous. Il est peut être vide.),
STRD_dialogandere_gesetze_submit,Changé!,
STRS_gilde_gesetze_public,Le gouverneur a changé la loi: #%1 . Voici la nouvelle loi: %2,
STRS_stunned_enabled,Vous avez été assommé.,
STRS_stunned_disabled,Vous vous êtes réveillé.,
STRS_stunned_iamtheone,J'ai assommé %1! ,
STRS_stunned_incap,Vous avez été incapacité.\nUtilisez le menu des animations et jouez l'animation -retour à la normal- pour vous relever.,
STRS_alreadygotshop,Vous possédez déjà ce bâtiment.,
STRS_gotshop,"%1, Vous avez acheté ce bâtiment pour $%2.",
STRS_sellshop,"%1, Vous avez vendu ce bâtiment pour $%2.",
STRS_cop_inprison,Vous êtes en prison soit pour tir sur ami soit pour tir répété dans une zone restreinte.,
STRS_cop_freeprison,Vous êtes libre de nouveau.,
STRM_mission_marker_fac_weapon,Usine d'armes,
STRM_mission_marker_fac_vehicle,Usine de véhicule,
STRM_mission_marker_fac_item,Usine générale,
STRM_mission_marker_fac_res,Usine de ressources,
STRM_mission_marker_mine_erz,Mine de fer,
STRM_mission_marker_mine_oel,Puit de pétrole,
STRM_mission_marker_mine_kupfer,Mine de cuivre,
STRM_mission_marker_mine_holz,Bois,
STRM_mission_marker_mine_sand,Sable,
STRM_mission_marker_mine_silizium,Mine de silicone,
STRM_mission_marker_mine_schwefel,Mine de sulfure,
STRM_mission_marker_mine_kohle,Mine de charbon,
STRS_functions_crimelog_msg1,A braqué la banque et à volé $%1.,
STRS_functions_crimelog_msg2,A volé de l'argent à un autre citoyen.,
STRS_functions_crimelog_msg3,A tué un autre civil.,
STRS_functions_crimelog_msg4,A tué un autre policier.,
STRS_functions_crimelog_msg5,A été envoyé en prison.,
STRS_functions_crimelog_msg6,A été relâché de prison.,
STRS_functions_crimelog_msg7,S'est échappé de prison.,
STRS_functions_crimelog_msg8,Est mort.,
STRS_functions_crimelog_msg9,A payé une amende de %1.,
STRS_functions_crimelog_msg10,A utilisé une bombe.,
STRS_functions_crimelog_msg11,A un esclave.,
STRS_functions_crimelog_msg13,A été vu en train de voler %1,
STRS_functions_crimelog_msg14,A été vu essayant de voler,
STRS_functions_crimelog_msg15,Est un assassin,
STRS_functions_crimelog_msg16,A été vu en train de cambrioler,
STRS_functions_crimelog_msg17,A été vu en train d'essayer de cambrioler une maison,
STRS_addaction_wahlen,Vote pour un gouverneur,
STRS_addaction_chief,Vote pour un Chef de la police,
STRS_chief_votedfor,Vous avez voté pour %1 en tant que chef de la Police. Le résultat se montré à la fin du mandat du gouvernement en place.,
STRS_chief_nomajor,Actuellement aucun chef de la police n'a été élu.,
STRS_chief_majorstays,L'actuel chef de la police a été réélu.,
STRS_chief_new,%1 est maintenant le chef de la Police! Il a été élu avec %2 voix.,
STRD_description_wahl_header,Élection,
STRD_description_wahl_submit,Élire un gouverneur,
STRS_mayor_new,%1 est maintenant le nouveau Gouverneur! Il a été élu avec %2 voix.,
STRS_regierung_votedfor,Vous avez voté pour %1. Le résultat sera montré à la fin du mandat du gouvernement en place.,
STRS_regierung_nomajor,Actuellement aucun Gouverneur n'a été élu. Allez voter!,
STRS_regierung_majorstays,L'ancien Gouverneur a été réélu.,
STRD_description_steuer_header,Changer les taxes,
STRD_description_steuer_submit,Changer les taxes!,
STRS_dialogandere_steuerdialog_itemsteuer,Taxe sur les objets: %1 Pourcent,
STRS_dialogandere_steuerdialog_fahrzeugsteuer,Taxe sur les véhicules: %1 Pourcent,
STRS_dialogandere_steuerdialog_magazinsteuer,Taxes sur les chargeurs d'armes: %1 Pourcent,
STRS_dialogandere_steuerdialog_waffesteuer,Taxes sur les armes: %1 Pourcent,
STRS_dialogandere_steuerdialog_banksteuer,Taxe sur les transfères bancaires: %1 Pourcent,
STRS_addaction_steuern,Changer les taxes,
STRS_player_not_ingame,Erreur : le joueur n'est pas en jeu.,
STRS_maxmoney,Vous ne pouvez pas avoir plus de $999 999 999 dans votre inventaire.,
STRS_maxbank,Vous ne pouvez pas avoir plus de $31 000 000 en banque.,
STRS_not_copaction,Vous n'êtes pas un policier et vous ne pouvez pas effectuer cette action.,
STRS_kein_geld,Pas assez d'argent.,
STRS_check_inventargeld,Vous recevez $%1.,
STRS_not_ingame,Le joueur sélectionné n'est pas en jeu.,
STRS_wrong_input,Mauvaise donnée saisie. Vous n'êtes pas autorisé à utiliser ce caractère (%1).,
STRS_text_zu_lang,Le texte saisi est trop long.,
STRS_no_selection,Rien n'est sélectionné.,
STRS_empty_string,,
STRS_ja,Oui,
STRS_nein,Non,
STRS_keine,Aucun,
STRS_keins,Rien,
STRS_were,était,
STRS_nowere,n'était pas,
STRS_no_valid_number,La valeur n'est pas un nombre valide.,
STRD_grafikeinstellungen_header,Paramètres,
STRD_grafikeinstellungen_header_terrain,Détail du terrain,
STRD_grafikeinstellungen_header_viewdistance,Distance de vue,
STRD_grafikeinstellungen_close,Fermer,
STRS_inv_kein_geld,Pas assez d'argent.,
STRS_inv_no_valid_number,La valeur n'est pas un nombre valide.,
STRS_inv_fac_buy,Acheter cette usine pour ($%1),
STRS_inv_fac_mani,Manufacturer un objet,
STRS_inv_fac_storage,Stockage,
STRS_inv_fac_success,Objet manufacturé!,
STRS_inv_no_selection,Vous n'avez pas sélectionner d'objet.,
STRS_inv_fac_cannot_mani_item,Vous ne pouvez pas manufacturer cet objet.,
STRS_inv_fac_not_enough,Vous n'avez pas assez d'objet dans le stockage de cette usine.,
STRS_inv_facdialog_menge,%1 (%2x - %3 disponible),
STRS_inv_description_factory_manifacture,Manufacturer (%1x),
STRS_inv_fac_dia_herstellen,M A N U F A C T U R E R - O B J E T,
STRS_inv_fac_dia_lager,Fonds nécessaires - Stockage,
STRS_inv_actions_itemgather,Prendre l'objet,
STRS_inv_actions_buy,Acheter %1 ($%2),
STRS_inv_buylicense_alreadytrue,Vous avez déjà cette licence.,
STRS_inv_buylicense_nomoney,Vous n'avez pas assez d'argent pour cette licence.,
STRS_inv_buylicense_gottraining,Vous avez acheté %2 pour $%1.,
STRS_inv_buylicense_alreadyfalse,Vous n'avez pas cette License.,
STRS_inv_buylicense_losttraining,Vous avez perdu votre %1.,
STRS_inv_buyitems_get_zuschwer,Votre poids a atteint la capacité maximale. Vous n'êtes pas en mesure de transporter plus d'objets.,
STRS_inv_buyitems_get_erhalten,Vous avez %1 %2.,
STRS_inv_buyitems_notallowed,Vous n'êtes pas autorisé à acheter ce produit.,
STRS_inv_cannotUseNow,Vous ne pouvez pas utiliser l'inventaire maintenant.,
STRS_inv_inventar_weggeworfen,Vous avez déposé un objet.,
STRS_inv_inventar_drop_zuwenig,Vous n'avez pas suffisamment d'objets à déposer.,
STRS_inv_inventar_ablege_verbot,Vous n'êtes pas autoriser à déposer cet objet.,
STRS_inv_inventar_cannotuse,Vous ne pouvez pas utiliser cet objet.,
STRS_inv_inventar_gotfromotherplayer,Vous recevez %1 %2 de %3.,
STRS_inv_inventar_cannotdrop,Vous ne pouvez pas déposer un objet tout de suite.,
STRS_inv_inventardialog_empty,Votre inventaire est vide.,
STRS_inv_inventardialog_amount,Montant: %1,
STRS_inv_storage_took,Vous avez pris %1 des objets.,
STRS_inv_storage_toomuch,Il n'y a pas autant d'objets dans le stockage.,
STRS_inv_storage_dropnotallowed,Vous n'êtes pas autorisé à déposer cet objet dans l'usine.,
STRS_inv_storage_dropunablesomuch,Vous n'êtes pas capable d'en déposer autant.,
STRS_inv_storage_dropped,Vous avez déposé %1 des objets.,
STRS_inv_storage_cannotdropsomuch,Vous ne pouvez pas en déposer autant ici.,
STRS_inv_storage_deleted,%1 unités de l'objet supprimé.,
STRS_inv_storage_spam,Vous êtes toujours en train de prendre/déposer des objets... Attendez quelques secondes.,
STRS_inv_alreadygotshop,Vous possédez déjà ce bâtiment.,
STRS_inv_fabrik_dialogheader1,Prendre les objets,
STRS_inv_fabrik_dialogheader2,Stocker les objets,
STRS_inv_storagedialog_take,Prendre %1 Objet(s) (%2kg),
STRS_inv_storagedialog_drop,Déposer %1 Objet(s) (%2kg),
STRS_inv_shopdialog_geld,Argent: $%1,
STRS_inv_shopdialog_itemshop,Votre argent actuel: $%1,
STRS_inv_buyitems_maxgewicht,Poids max atteint. Vous ne pouvez pas transporter d'autres objets.,
STRS_inv_buyitems_keingeld,Vous n'avez pas assez d'argent.,
STRS_inv_buyitems_gekauft,Vous avez acheté %1 %2 pour $%3,
STRS_inv_buyvehicles_store_in_use,Ce magasin est occupé en ce moment. Merci de réessayer plus tard.,
STRS_inv_buyvehicles_buy_car,Vous avez acheté un %1 pour $%2. Merci de patienter 5 secondes, le temps que le véhicule apparaisse.,
STRS_inv_buyvehicles_destroyed,Le véhicule est détruit.,
STRS_inv_buyvehicles_noowner,Vous n'êtes pas le proprio du véhicule.,
STRS_inv_buyitems_sell_notenough,Vous n'avez pas assez d'objets à vendre.,
STRS_inv_buyitems_verkauft,Vous avez vendu %1 %2 pour $%3.,
STRS_inv_buyitems_sell_toofar,Le véhicule est trop loin.,
STRS_inv_buyitems_nolicense,Vous avez besoin d'un %1 pour acheter ça.,
STRS_inv_buyitems_nolicensecop,Vous avez besoin de %1 pour acheter ça.,
STRS_inv_shop_sold,Vous avez vendu %1 %2 pour $%3.,
STRS_inv_shop_vehiclesold,Vous avez vendu le véhicule pour $%1.,
STRD_inv_description_inventar_header,Inventaire,
STRD_inv_description_factory_manifacture_header,Usine,
STRD_inv_description_close,Fermer,
STRD_inv_description_itemmenu_title,Acheter objet,
STRD_inv_description_itemmenu_title2,Vendre objet,
STRD_inv_description_inventar_use,Utiliser,
STRD_inv_description_buyitem_close,Fermer,
STRD_inv_description_inventar_drop,Déposer,
STRD_inv_description_inventar_schluessel_uebergabe,Donner à un joueur,
STRD_inv_description_inventar_item,Objet:,
STRD_inv_description_inventar_amount,Montant:,
STRD_inv_description_inventar_addinfo,Informations additionnelles:,
STRD_inv_description_inventar_gewicht,Poids de l'objet seul/ensemble:,
STRS_inv_not_ingame,Le joueur sélectionné n'est pas connecté.,
STRS_inv_inventar_uebergabe_self,Vous ne pouvez rien vous donner.,
STRS_inv_inventar_uebergabe_distance,Vous devez êtes à moins de 20 mètres du joueur sélectionné.,
STRS_inv_inventar_uebergabe_verbot,Vous ne devez pas donner cet objet à d'autres joueurs.,
STRS_inv_inventar_uebergabe_zuwenig,Vous n'avez pas assez d'argent pour acheter autant d'objets.,
STRS_inv_inventar_uebergabe_success_self,Vous avez donné %1 %2 unité de %3.,
STRS_inv_inventar_uebergabe_schluessel_success,Vous avez reçu une clé d'un autre joueur. La clé est maintenant sur votre porte-clés.,
STRS_inv_inventar_uebergabe_schluessel_success_self,Vous avez donné la clé pour le véhicule au joueur (elle a été retirée de votre trousseau).,
STRS_item_geld,Argent,
STRS_item_geld_info,"Acheter licenses, Véhicules, Armes, Drogues et autres objets! A noter que vous ne pouvez pas porter plus de $99 999 999.",
STRS_inventar_geld,Vous ne pouvez pas utiliser d'argent.,
STRS_inv_item_defuser,Désarmer,
STRS_inv_item_defuser_info,Avec cet outil vous pouvez désarmer des mines et des charges explosives.,
STRS_inv_items_defuser_success,Bombe désarmée.,
STRS_inv_items_defuser_failed,Vous avez fait une erreur en désarmant la bombe et vous a explosé à la guelle!,
STRS_inv_items_defuser_nobomb,Aucune bombe à désarmer.,
STRS_inv_item_OilBarrel,Rempli de pétrole,
STRS_inv_item_lighter,Briquet,
STRS_inv_item_lighter_info,hmm je me demande si je peux utiliser ceci pour faire brûler une voiture,
STRS_inv_item_repairkit,Kit de réparation,
STRS_inv_item_repairkit_info,Utilisez-le à l'intérieur d'un véhicule pour réparer le véhicule. Vous devez être en conducteur,
STRS_inv_item_fuelcut,Kit de syphonnage,
STRS_inv_item_fuelcut_info,Utilisez pour vider l'essence d'une voiture.,
STRS_inv_item_kanister,Jerrycan,
STRS_inv_item_kanister_info,Un jerrycan. Utilisez le pour remettre de l'essence dans votre véhicule.,
STRS_inv_items_ignite_ignite,Le réservoir est en feu! Sortez vite avant qu'il n'explose!,
STRS_inv_items_repair_refuel_wrongkit,Cet objet n'est pas fait pour être utiliser dans un aussi gros véhicule.,
STRS_inv_items_repair_refuel_notincar,Pas dans un véhicule,
STRS_inv_items_ignite_ignite_notincar,Pas dans un véhicule,
STRS_inv_items_repair_refuel_notdriver,Vous n'êtes pas le conducteur,
STRS_inv_items_repair_notneeded,Votre véhicule n'est pas endommagé,
STRS_inv_items_repair_repaired,Vous avez réparé ce véhicule,
STRS_inv_items_empty_notneeded,Votre véhicule est déjà à sec,
STRS_inv_items_empty_refueled,Vous avez vidé le réservoir,
STRS_inv_items_refuel_notneeded,Votre réservoir est déjà plein,
STRS_inv_items_refuel_refueled,Vous avez fait le plein de votre véhicule,
STRS_inventar_repair_repaired,Vous avez réparé votre véhicule.,
STRS_inv_items_repair_wrongvcl,Vous ne pouvez pas réparer ce véhicule.,
STRS_inv_item_medikit,Kit de soin,
STRS_inv_item_medikit_info,Le kit de soin restaure la santé à 100%. Utilisez le.,
STRS_inv_items_medikit_nichtverletzt,Vous n'êtes pas blessé.,
STRS_inv_items_medikit_benutzung,Attendez 5 secondes vous êtes en train de vous soigner.,
STRS_inv_items_medikit_fertig,Vous êtes en pleine santé.,
STRS_inv_item_schluesselbund,Trousseau,
STRS_inv_item_schluesselb_info,Sur ce trousseau il y a les clés de tous les véhicules que vous possédez. Utiliser cet objet va ouvrir une fenêtre où vous pourrez choisir un véhicule que vous voulez vérrouiller/déverrouiller.,
STRS_inv_items_vehiclelock_closer,Vous avez besoin d'être plus proche de votre voiture!,
STRS_inv_items_vehiclelock_locked,Véhicule verrouillé.,
STRS_inv_items_vehiclelock_unlocked,Véhicule déverrouillé.,
STRS_inv_items_uebergabe_schluessel_success_self,Vous avez donné une copie de votre clé pour le véhicule sélectionné au joueur.,
STRS_inv_items_uebergabe_schluessel_success,Vous avez reçu la clé d'un autre joueur. La clé a été ajoutée à votre trousseau.,
STRS_inv_items_weggeworfen,Vous avez déposé l'objet.,
STRS_inv_item_nitro,Nitro,
STRS_inv_item_nitro_info,Amélioration de vitesse pour véhicules. Utilisez à l'intérieur d'un véhicule pour installer la nitro.,
STRS_inv_item_supgrade_info,Utiliser cet objet dans un véhicule pour améliorer la vitesse de façon permanente. Vous devez être ingénieur pour installer l'amélioration.,
STRS_inv_item_ziptie_info, Menotté votre otage pour l'empêcher de fuir.,
STRS_inv_items_speed_no,Vous ne pouvez pas améliorer cette voiture!,
STRS_inv_items_speed_car,Vous n'êtes pas à l'intérieur d'un véhicule.,
STRS_inv_items_speed_tuned,Vous avez amélioré cette voiture!,
STRS_inv_items_speed_nodriver,Vous n'êtes pas le conducteur du véhicule.,
STRS_inv_items_speed_notmoving,Le véhicule ne bouge pas.,
STRS_inv_items_speed_nocar,Vous n'êtes pas dans un véhicule!,
STRS_inv_items_speed_nitroenabled,Nitro disponible,
STRS_inv_items_speed_action,Utiliser Nitro,
STRS_inv_item_waffentascbe,Sac d'arme,
STRS_inv_item_waffentascbe_info,Avec cet objet vous pouvez enlever une arme couchée sur le sol,
STRS_inv_items_weapondeleted,%1 armes supprimées (Rayon 5m).,
STRS_inv_items_itemdeleted,%1 objets supprimés (Rayon 10m).,
STRS_inv_items_weaponcargocleared,Cargo d'arme nettoyé!,
STRS_inv_item_waffe,Arme,
STRS_inv_item_waffe_info,Vous possédez une arme dans votre étui. Pour l'utiliser appuyé sur Utilisé dans l'inventaire,
STRS_inv_item_waffe_noholster,Vous ne pouvez pas mettre/sortir votre arme à/de l'étui,
STRS_inv_item_waffe_noweapon,Aucune arme à cacher.,
STRS_inv_item_waffe_weaponHidden,Arme cachée dans l'inventaire. Vous pouvez la sortir en utilisant votre inventaire.,
STRS_inv_item_waffe_weaponHiddenAlready,Arme cachée dans l'inventaire,
STRS_inv_item_waffe_weaponTakenout,Arme secondaire dégainée. Soyez prudent. Vous pourriez avoir besoin d'appuyer sur F pour le selectionner.,
STRS_inv_items_ressources,Les ressources ne peuvent pas être utilisées. Vous devez les déposer dans les usines.,
STRS_inv_item_seil,Corde,
STRS_inv_item_seil_info,Cet article ne peut être utilisée que dans les hélicoptères. Avec cet article, il est possible de fixer un véhicule à l'hélicoptère.,
STRS_inv_item_seil_notinheli,Vous n'êtes pas dans un hélicoptère.,
STRS_inv_item_seil_notcloseenough,Vous n'êtes pas assez près d'un véhicule.,
STRS_inv_item_seil_closetoground,Vous tes trop près du sol.,
STRS_inv_item_seil_action_release,Lâcher le véhicule,
STRS_inv_item_seil_action_released,Déposer le véhicule.,
STRS_inv_item_cocaine,Cocaïne,
STRS_inv_item_marihuana,Marijuana,
STRS_inv_item_lsd,LSD,
STRS_inv_item_heroin,Héroïne,
STRS_inv_item_alkohol_info,Buvez et vous serez Bourré Houtchhh :),
STRS_inv_item_beer,Bière,
STRS_inv_item_vodka,Vodka,
STRS_inv_item_smirnoff,smirnoff ICE,
STRS_inv_item_wiskey,wiskey,
STRS_inv_item_wine,vin,
STRS_addAction_drugdealerbust," ""Arrêter un dealer""",
STRS_drugdealer_busted_more_money,"Vous avez une paie supplémentaire de 10.000 $, car la Police à arrêter le dealer de drogue",
STRS_drugdealer_busted,Le dealer a été arrêter!,
STRS_drugdealer_destroyedorbusted,Le dealer a été arrêté ou tué !,
STRS_inv_item_drogen_info,La drogue peut être vendue à un des drapeaux ou peut être utilisée par les joueurs,
STRS_inv_item_druguse_toomany,Vous ne pouvez pas utiliser plusieurs drogues en même temps.,
STRS_inv_item_druguse_ende,Les effets de la drogue diminue.,
STRS_inv_item_roadblock,Petit barrage,
STRS_inv_item_roadblock_info,"Un barrage routier. Pour le placer, appuyez sur utiliser. Pour l'enlever, marchez jusqu'à lui et sélectionnez l'action correspondante.",
STRS_inv_item_bargate_info,"Un portique. Pour le placer, appuyez sur utiliser. Pour l'enlever, marchez jusqu'à lui et sélectionnez l'action correspondante. Il peut également être ouverte et fermée par l'intermédiaire du menu d'actions.",
STRS_inv_item_concretebarriershort_info,Grand et petit muret de béton,
STRS_inv_item_concretebarrierlong_info,Grand et long mur de béton,
STRS_inv_item_spikestrip_info,"Une herce. Pour la placer, appuyez sur utiliser. Pour l'enlever, marchez jusqu'à elle et sélectionnez l'action correspondante.",
STRS_inv_item_stopsign_info,"Un panneau d'arrêt.",
STRS_inv_item_BigbagfenceCorner_info,"Un mur de sacs de sable (coin).",
STRS_inv_item_bigbagfence_info,"Un mur en sac de sable.",
STRS_inv_item_bigbagfenceRound_info,"Un mur arrondi en sac de sable.",
STRS_inv_item_bunkersmall_info,"Un petit bunker.",
STRS_inv_item_danger_info,"Un panneau de danger.",
STRS_inv_item_land_ladder_half_info,"Une échelle pour escalader des bâtiments.",
STRS_inv_item_roadcone_info,"Cone de signalisation.",
STRS_inv_item_factory_info,"Usine. Allez dans votre inventaire et appuyez sur placer.",
STRS_inv_item_officebuilding_info,"Immeuble de bureaux. Allez dans l'inventaire et appuyez sur utiliser l'article, pour ramasser l'élément",
STRS_inv_item_barrack_info,"Caserne. Allez dans votre inventaire et appuyez sur utiliser l'objet à placer, pour ramasser l'élément.",
STRS_inv_item_smallhouse_info,"Petite Maison. Allez dans votre inventaire et appuyez sur utiliser l'objet a placer, pour ramasser en vol stationnaire.",
STRS_inv_item_sperre_nomoney,Vous ne pouvez pas faire ce barrage.,
STRS_inv_item_sperre_built,Vous avez construit un barrage,
STRS_inv_item_sperre_moved,S'il vous plaît attendre quelques secondes pour que le barrage soit déplacé.,
STRS_inv_item_sperre_invcl,Vous ne pouvez pas placer un barrage à l'intérieur d'un véhicule.,
STRS_inv_item_sperre_hiernicht,Vous ne pouvez pas placer l'objet dans cette zone.,
STRS_inv_item_handy,Samsung Galaxy S10,
STRS_inv_item_handy_info,L'utilisation d'un téléphone mobile, vous pouvez envoyer des messages privés d'autres joueurs. Lorsque vous l'utilisez,
STRS_inv_item_handy_keingeld,Vous ne pouvez pas envoyer de SMS.,
STRS_inv_item_handy_gesendet,Vous avez envoyé un SMS à %1.,
STRS_inv_item_handy_nachricht,%2 vous a envoyé un SMS: %1,
STRS_inv_item_handy_nichterreicht,%1 n'a pas de téléphone. Votre message ne lui est pas parvenu.,
STRS_inv_item_handy_leermsg,Vous ne pouvez pas envoyer un sms vide.,
STRS_inv_item_handy_noplayer, Le joueur sélectionner n'est pas en jeu.,
STRS_inv_item_handy_text_zu_lang,Le texte est trop long.,
STRS_inv_item_Weapons,Le container est rempli d'armes orientales,
STRS_inv_item_vclammo,Munition de véhicule,
STRS_inv_item_vclammo_info,Munitions pour armes fixes sur les véhicules. Utilisez une telle boite dans les véhicules pour remplir les armes du véhicule.,
STRS_inv_item_vclammo_nomg,Ce véhicule n'a pas d'arme qui peut être réarmée.,
STRS_inv_item_vclammo_rearmed,Vous avez réarmé ce véhicule.,
STRS_inv_item_vclammo_novehicle,Vous n'êtes pas dans une véhicule.,
STRS_inv_item_objs,Objet,
STRS_inv_item_objs_info,Utilisez cet objet pour le faire apparaître.,
STRS_inv_item_obj_take,Supprimer l'objet,
STRS_inv_item_obj_packed,Vous avez pris cet objet,
STRS_inv_item_obj_invcl,Vous ne pouvez pas placer l'objet tout en étant dans un véhicule.,
STRS_inv_item_obj_hiernicht,Vous ne pouvez pas placer cet objet ici.,
STRS_inv_item_obj_bauen,L'objet spawn dans cinq secondes,
STRS_inv_item_obj_toomany,Vous avez déjà placé trop objets.,
STRS_inv_item_obj_cantpack,Vous ne pouvez pas supprimer cela! Contrôlez votre poids?,
STRS_inv_item_fernbombe,Télécommandez la voiture piégée,
STRS_inv_item_fernbombe_info,Une voiture piégée. Elle explose quand vous utilisez la télécommande.\n\nPour planter la bombe; montez dans la voiture,
STRS_inv_item_zeitbombe,Voiture piégée avec minuterie,
STRS_inv_item_zeitbombe_info,Une voiture piégée. Elle explose quand le compteur arrive à 0,
STRS_inv_item_enginebombe,Allumer la voiture piégée,
STRS_inv_item_enginebombe_info,"Une voiture explosive. Elle explose si le moteur est allumé. Pour placer la bombe, montez dans la voiture, ouvrez l'inventaire, sélectionnez la bombe et appuyez sur Utiliser.",
STRS_inv_item_fernzuender,Télécommande de la bombe,
STRS_inv_item_zuender_info,Utilisez la pour faire sauter la bombe connectée. Déposez la pour désamorcer la bombe.,
STRS_inv_item_speedbombe,Voiture explosive avec l'activation de la vitesse,
STRS_inv_item_speedbombe_info,"Une voiture explosive. Elle s'active quand le joueur roule plus vite que la vitesse que vous avezsélectionné et elle explose quand il roule plus lentement.",
STRS_inv_item_vehiclebomb_action_deactivate,Désactiver la bombe,
STRS_inv_item_vehiclebomb_action_changetimer,Changer la minuterie,
STRS_inv_item_vehiclebomb_timebombconfig_sec,%1 sec,
STRS_inv_item_vehiclebomb_speedbombconfig_kmh,%1 kph,
STRS_inv_item_vehiclebomb_notinvehicle,Vous devez être dans un véhicule pour utiliser la bombe pour voiture,
STRS_inv_item_vehiclebomb_legen_gesehen,Watch out! Vous avez vu %1 planté une bombe pour voiture dans ce véhicule!,
STRS_inv_item_vehiclebomb_notexist,La bombe n'existe plus.,
STRS_inv_item_vehiclebomb_changed,Temps restant initialisé à %1 secondes.,
STRS_inv_item_vehiclebomb_defused,Bombe désarmée.,
STRS_inv_item_vehiclebomb_changetimer,Changer la minuterie,
STRS_inv_item_vehiclebomb_sec,%1 sec,
STRS_inv_item_vehiclebomb_deactivated,Bombe désactivée!,
STRS_inv_item_vehiclebomb_speedbomb_activated,Attention,
STRS_inv_item_vehiclebomb_planted,Vous avez planté une bombe (ID: %1).,
STRS_inv_item_Bottled_water,Eau,
STRS_inv_item_drink_info,Dans vos statistiques vous pouvez voir au combien vous avez soif,
STRS_inv_item_Bread,Pain,
STRS_inv_item_fisch,Poisson,
STRS_inv_item_getreide,Blé,
STRS_inv_item_nahrung_info,Dans vos statistiques vous pouvez voir au combien vous avez faim. Ne laissez pas votre faim monter à 100 ou vous mourrez!,
STRS_inv_item_nahrung_gegessen,Vous avez mangé quelque chose et vous êtes nourri à %1/100,
STRS_inv_item_nahrung_verhungern,Vous mourrez de faim.,
STRS_inv_item_drink_verthirstn,Vous êtes déshydraté.,
STRS_inv_item_drink_gegessen,Vous avez bu quelque chose et vous êtes hydraté à %1/100,
STRS_inv_item_selbstmordbombe,Bombe suicide,
STRS_inv_item_selbstmordbombe_info,Quand vous utilisez cet objet,
STRS_inv_item_selbstmordbombe_globalmsg,Allah Hu Akbar!,
STRS_bank_rob_titlemsg,!! Attention !! Quelqu'un tente de braquer la banque !! Attention !!,
STRS_bank_rob_lostnomoney,Grâce à votre assurance bancaire vous n'avez pas perdu d'argent mais vous avez perdu une assurance bancaire.,
STRS_bank_rob_somemoneylost,La banque a été braquée. Vous avez perdu $%1 vous avez encore $%2 sur votre compte.,
STRS_death_somemoneylost,Vous êtes mort. Vous avez perdu 10 pourcent ce qui équivaut à $%1 , il vous reste $%2 sur votre compte.,
STRS_bank_rob_allmoneylost,La banque a été braqué. Vous avez perdu tout votre argent présent sur votre compte!,
STRS_bank_rob_success,Vous avez braqué la banque avec succès. Évadez vous avant que la police ne vous attrape!,
STRS_bank_mafia_success,Vous avez confisqué l'argent avec succès.,
STRS_bank_rob_nosuccess,Vous vous êtes échappé trop tôt et vous n'avez pas pris d'argent!,
STRS_bank_rob_info,Vous avez décidé de braqué la banque. Restez ici le temps de prendre l'argent et ensuite cassez vous d'ici!,
STRS_bank_rob_noweapon,Vous ne pouvez pas braqué la banque sans arme.,
STRS_bank_rob_no,Vous ne pouvez pas braqué la banque pour le moment.,
STRS_bank_dialog_inventargeld,Argent dans votre inventaire: $%1,
STRS_bank_dialoge_accountgeld,Argent sur votre compte en banque: $%1,
STRS_bank_dialoge_tax,Taxes:,
STRS_bank_dialoge_robbsperre,Vous avez braqué la banque il y a quelques minutes. Vous ne pouvez pas le refaire pendant %1 minutes,
STRS_bank_no_money,Vous n'avez pas assez d'argent sur votre compte en banque,
STRS_bank_deposit_other_no,Vous n'avez pas assez d'argent sur votre compte en banque.,
STRS_bank_deposit_self_no,Vous n'avez pas assez d'argent sur votre compte en banque pour effetcuer le transfert sur le compte désiré.,
STRS_bank_deposit_other_no2,Vous n'avez pas assez d'argent sur votre compte en banque pour effectuer le trasnfert désiré.,
STRS_bank_account_getmoney,Vous avez reçu $%1 de %2 sur votre compte en banque.,
STRS_bank_deposit_yes,$%1 transféré avec succès vers le compte désiré. Merci de noter que vous avez dû payer une taxe de %2 pourcent. Vous avez donc dû payer %3.,
STRS_bank_deposit_self_yes,$%1 transféré sur votre propre compte.,
STRS_bank_withdraw_yes,$%1 retirés avec succès.,
STRS_bank_zinsen,"Vous recevez %2 pourcent d'intérêt de la banque, vous avez $%1 sur votre compte.",
STRS_bank_no_valid_number,La valeur n'est pas un nombre valide.,
STRS_bank_player_not_ingame,Error: Joueur n'est pas en jeu.,
STRS_bank_hints_account_balance,Vous recevez %1$ sur votre compte.,
STRS_bank_addaction_robb,Voler la banque,
STRS_bank_addaction_dialog,Menu de la banque,
STRS_bank_addaction_balance,Compte en banque,
STRD_bank_description_title,Banque,
STRD_bank_description_deposit_transfer,Déposer/Transférer,
